KEY,"Footprint","Datasheet","MFN","MFP","D1PN","D1PL","D2PN","D2PL"
RES_0.13k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402130RFKED","541-130LCT","http://www.digikey.com/product-detail/en/CRCW0402130RFKED/541-130LCT-ND/1183021","_","_"
RES_0.15k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402150RFKED","541-150LCT","http://www.digikey.com/product-detail/en/CRCW0402150RFKED/541-150LCT-ND/1183027","_","_"
RES_0.16k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402160RFKED","541-160LCT","http://www.digikey.com/product-detail/en/CRCW0402160RFKED/541-160LCT-ND/1183030","_","_"
RES_0.18k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402180RFKED","541-180LCT","http://www.digikey.com/product-detail/en/CRCW0402180RFKED/541-180LCT-ND/1183036","_","_"
RES_0.20k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402200RFKED","541-200LCT","http://www.digikey.com/product-detail/en/CRCW0402200RFKED/541-200LCT-ND/1183041","_","_"
RES_0.22k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402220RFKED","541-220LCT","http://www.digikey.com/product-detail/en/CRCW0402220RFKED/541-220LCT-ND/1183045","_","_"
RES_0.24k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402240RFKED","541-240LCT","http://www.digikey.com/product-detail/en/CRCW0402240RFKED/541-240LCT-ND/1183050","_","_"
RES_0.27k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402270RFKED","541-270LCT","http://www.digikey.com/product-detail/en/CRCW0402270RFKED/541-270LCT-ND/1183056","_","_"
RES_0.30k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402300RFKED","541-300LCT","http://www.digikey.com/product-detail/en/CRCW0402300RFKED/541-300LCT-ND/1183061","_","_"
RES_0.33k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402330RFKED","541-330LCT","http://www.digikey.com/product-detail/en/CRCW0402330RFKED/541-330LCT-ND/1183066","_","_"
RES_0.36k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402360RFKED","541-360LCT","http://www.digikey.com/product-detail/en/CRCW0402360RFKED/541-360LCT-ND/1183071","_","_"
RES_0.39k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402390RFKED","541-390LCT","http://www.digikey.com/product-detail/en/CRCW0402390RFKED/541-390LCT-ND/1183075","_","_"
RES_0.43k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402430RFKED","541-430LCT","http://www.digikey.com/product-detail/en/CRCW0402430RFKED/541-430LCT-ND/1183080","_","_"
RES_0.47k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402470RFKED","541-470LCT","http://www.digikey.com/product-detail/en/CRCW0402470RFKED/541-470LCT-ND/1183085","_","_"
RES_0.51k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402510RFKED","541-510LCT","http://www.digikey.com/product-detail/en/CRCW0402510RFKED/541-510LCT-ND/1183089","_","_"
RES_0.56k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402560RFKED","541-560LCT","http://www.digikey.com/product-detail/en/CRCW0402560RFKED/541-560LCT-ND/1183094","_","_"
