KEY,"Footprint","Datasheet","MFN","MFP","D1PN","D1PL","D2PN","D2PL"
BUTN_EVPAA,"Switches:Switch_EVPAA","http://industrial.panasonic.com/lecs/www-data/pdf/ATK0000/ATK0000CE26.pdf","Panasonic","EVP-AA402W","P13349STR","http://www.digikey.com/product-detail/en/EVP-AA402W/P13349STR-ND/822253","_","_",
